,_id,ltable_id,rtable_id,ltable_Country,ltable_Industry,ltable_MarketValue,ltable_Name,rtable_Name,rtable_Country,rtable_Sector,rtable_Industry,rtable_MarketValue
4225,4225,965,547,United States,Construction,-,Black & Veatch,"Black Knight Financial Services, Inc.",United States,Technology,Computer Software: Prepackaged Software,5928.914455
4249,4249,965,548,United States,Construction,-,Black & Veatch,"Black Stone Minerals, L.P.",United States,Energy,Oil & Gas Production,3174.266984
4272,4272,1907,552,United States,Investment Services,60400,BlackRock,BlackRock 2022 Global Income Opportunity Trust,United States,n/a,n/a,210.38936919999998
4280,4280,1907,553,United States,Investment Services,60400,BlackRock,Blackrock California Municipal 2018 Term Trust,United States,n/a,n/a,97.52470448
4292,4292,1907,554,United States,Investment Services,60400,BlackRock,BlackRock California Municipal Income Trust,United States,n/a,n/a,455.38968969999996
4313,4313,1907,555,United States,Investment Services,60400,BlackRock,Blackrock Capital and Income Strategies Fund Inc,United States,n/a,n/a,631.818448
4327,4327,1907,556,United States,Investment Services,60400,BlackRock,BlackRock Capital Investment Corporation,United States,n/a,n/a,549.6969799
4344,4344,1907,557,United States,Investment Services,60400,BlackRock,Blackrock Core Bond Trust,United States,n/a,n/a,720.0339321
4355,4355,1907,558,United States,Investment Services,60400,BlackRock,"Blackrock Corporate High Yield Fund, Inc.",United States,n/a,n/a,1382.468375
4366,4366,1907,559,United States,Investment Services,60400,BlackRock,BlackRock Credit Allocation Income Trust,United States,n/a,n/a,1422.440317
4371,4371,1907,560,United States,Investment Services,60400,BlackRock,"Blackrock Debt Strategies Fund, Inc.",United States,n/a,n/a,717.7467456
4381,4381,1907,561,United States,Investment Services,60400,BlackRock,Blackrock Defined Opportunity Credit Trust,United States,n/a,n/a,124.0842425
4415,4415,1907,562,United States,Investment Services,60400,BlackRock,BlackRock Energy and Resources Trust,United States,n/a,n/a,410.0982325
4431,4431,1907,563,United States,Investment Services,60400,BlackRock,Blackrock Enhanced Equity Dividend Trust,United States,n/a,n/a,1615.764653
4438,4438,1907,564,United States,Investment Services,60400,BlackRock,"Blackrock Enhanced Government Fund, Inc",United States,n/a,n/a,85.8662796
4439,4439,1907,565,United States,Investment Services,60400,BlackRock,Blackrock Floating Rate Income Strategies Fund Inc,United States,n/a,n/a,539.4987511
4440,4440,1907,566,United States,Investment Services,60400,BlackRock,Blackrock Florida Municipal 2020 Term Trust,United States,n/a,n/a,83.93195531
4456,4456,1907,567,United States,Investment Services,60400,BlackRock,Blackrock Global,United States,n/a,n/a,338.1475853
4471,4471,1907,568,United States,Investment Services,60400,BlackRock,Blackrock Global,United States,n/a,n/a,861.5911964
4503,4503,1907,569,United States,Investment Services,60400,BlackRock,Blackrock Health Sciences Trust,United States,n/a,n/a,299.1370872
4520,4520,1907,570,United States,Investment Services,60400,BlackRock,BlackRock Income Investment Quality Trust,United States,n/a,n/a,125.5541483
4537,4537,1907,571,United States,Investment Services,60400,BlackRock,BlackRock Income Trust Inc. (The),United States,n/a,n/a,395.80429169999996
4633,4633,1907,573,United States,Investment Services,60400,BlackRock,BlackRock Investment Quality Municipal Trust Inc. (The),United States,n/a,n/a,248.85123829999998
4648,4648,1907,574,United States,Investment Services,60400,BlackRock,BlackRock Long-Term Municipal Advantage Trust,United States,n/a,n/a,153.8189506
4660,4660,1907,575,United States,Investment Services,60400,BlackRock,BlackRock Maryland Municipal Bond Trust,United States,n/a,n/a,29.50741663
4678,4678,1907,576,United States,Investment Services,60400,BlackRock,BlackRock Massachusetts Tax-Exempt Trust,United States,n/a,n/a,33.0239466
4682,4682,1907,577,United States,Investment Services,60400,BlackRock,Blackrock Muni Intermediate Duration Fund Inc,United States,n/a,n/a,530.4032841
4692,4692,1907,578,United States,Investment Services,60400,BlackRock,Blackrock Muni New York Intermediate Duration Fund Inc,United States,n/a,n/a,57.84325656
4698,4698,1907,579,United States,Investment Services,60400,BlackRock,"Blackrock MuniAssets Fund, Inc.",United States,n/a,n/a,508.24866069999996
4699,4699,1907,580,United States,Investment Services,60400,BlackRock,Blackrock Municipal 2018 Term Trust,United States,n/a,n/a,240.2112228
4710,4710,1907,581,United States,Investment Services,60400,BlackRock,Blackrock Municipal 2020 Term Trust,United States,n/a,n/a,319.1316236
4722,4722,1907,582,United States,Investment Services,60400,BlackRock,Blackrock Municipal Bond Trust,United States,n/a,n/a,158.38029719999997
4742,4742,1907,583,United States,Investment Services,60400,BlackRock,BlackRock Municipal Income Investment Trust,United States,n/a,n/a,149.6556131
4759,4759,1907,584,United States,Investment Services,60400,BlackRock,Blackrock Municipal Income Quality Trust,United States,n/a,n/a,368.10344560000004
4770,4770,1907,585,United States,Investment Services,60400,BlackRock,BlackRock Municipal Income Trust,United States,n/a,n/a,624.5815885
4781,4781,1907,586,United States,Investment Services,60400,BlackRock,BlackRock Municipal Income Trust II,United States,n/a,n/a,349.3018465
4799,4799,1907,587,United States,Investment Services,60400,BlackRock,BlackRock Municipal Target Term Trust Inc. (The),United States,n/a,n/a,1595.541072
4803,4803,1907,588,United States,Investment Services,60400,BlackRock,"Blackrock MuniEnhanced Fund, Inc.",United States,n/a,n/a,346.5388393
4804,4804,1907,589,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings California Quality Fund,  Inc.",United States,n/a,n/a,581.0051841
4805,4805,1907,590,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings Fund II, Inc.",United States,n/a,n/a,175.7063889
4806,4806,1907,591,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings Fund, Inc.",United States,n/a,n/a,234.6816557
4820,4820,1907,592,United States,Investment Services,60400,BlackRock,Blackrock MuniHoldings Investment Quality Fund,United States,n/a,n/a,543.4894082000001
4833,4833,1907,593,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",United States,n/a,n/a,428.7879603
4848,4848,1907,594,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings New York Quality Fund, Inc.",United States,n/a,n/a,424.0181533
4854,4854,1907,595,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings Quality Fund II, Inc.",United States,n/a,n/a,298.326718
4855,4855,1907,596,United States,Investment Services,60400,BlackRock,"Blackrock MuniHoldings Quality Fund, Inc.",United States,n/a,n/a,171.67279630000002
4856,4856,1907,597,United States,Investment Services,60400,BlackRock,"Blackrock MuniVest Fund II, Inc.",United States,n/a,n/a,322.4690706
4857,4857,1907,598,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield California Fund, Inc.",United States,n/a,n/a,314.59945130000006
4858,4858,1907,599,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield California Insured Fund, Inc.",United States,n/a,n/a,506.6626692
4859,4859,1907,600,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield Fund, Inc.",United States,n/a,n/a,671.8980038
4873,4873,1907,601,United States,Investment Services,60400,BlackRock,Blackrock MuniYield Investment Fund,United States,n/a,n/a,208.5196202
4889,4889,1907,602,United States,Investment Services,60400,BlackRock,Blackrock MuniYield Investment QualityFund,United States,n/a,n/a,117.2820146
4892,4892,1907,603,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield Michigan Quality Fund, Inc.",United States,n/a,n/a,402.26445839999997
4903,4903,1907,604,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield New Jersey Fund, Inc.",United States,n/a,n/a,219.29623250000003
4918,4918,1907,605,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield New York Quality Fund, Inc.",United States,n/a,n/a,513.0421286000001
4924,4924,1907,606,United States,Investment Services,60400,BlackRock,Blackrock MuniYield Pennsylvania Quality Fund,United States,n/a,n/a,188.6689175
4925,4925,1907,607,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield Quality Fund II, Inc.",United States,n/a,n/a,288.5169351
4926,4926,1907,608,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield Quality Fund III, Inc.",United States,n/a,n/a,947.0911719000001
4927,4927,1907,609,United States,Investment Services,60400,BlackRock,"Blackrock MuniYield Quality Fund, Inc.",United States,n/a,n/a,459.5824281
4949,4949,1907,610,United States,Investment Services,60400,BlackRock,Blackrock New Jersey Municipal Bond Trust,United States,n/a,n/a,33.69074632
4975,4975,1907,611,United States,Investment Services,60400,BlackRock,BlackRock New Jersey Municipal Income Trust,United States,n/a,n/a,113.5273287
4997,4997,1907,612,United States,Investment Services,60400,BlackRock,BlackRock New York Investment Quality Municipal Trust Inc. (Th,United States,n/a,n/a,185.2884203
5040,5040,1907,613,United States,Investment Services,60400,BlackRock,Blackrock New York Municipal 2018 Term Trust,United States,n/a,n/a,54.05909334
5065,5065,1907,614,United States,Investment Services,60400,BlackRock,Blackrock New York Municipal Bond Trust,United States,n/a,n/a,39.42827851
5090,5090,1907,615,United States,Investment Services,60400,BlackRock,Blackrock New York Municipal Income Quality Trust,United States,n/a,n/a,85.4727426
5115,5115,1907,616,United States,Investment Services,60400,BlackRock,BlackRock New York Municipal Income Trust II,United States,n/a,n/a,73.31810785
5141,5141,1907,617,United States,Investment Services,60400,BlackRock,BlackRock Resources,United States,n/a,n/a,851.9141424000001
5146,5146,1907,618,United States,Investment Services,60400,BlackRock,BlackRock Science and Technology Trust,United States,n/a,n/a,476.2606467
5165,5165,1907,619,United States,Investment Services,60400,BlackRock,BlackRock Strategic Municipal Trust Inc. (The),United States,n/a,n/a,97.97891787
5176,5176,1907,620,United States,Investment Services,60400,BlackRock,BlackRock Utility and Infrastructure Trust,United States,n/a,n/a,335.0960265
5188,5188,1907,621,United States,Investment Services,60400,BlackRock,BlackRock Virginia Municipal Bond Trust,United States,n/a,n/a,25.19120033
5198,5198,1907,622,United States,Investment Services,60400,BlackRock,"BlackRock, Inc.",United States,Finance,Investment Bankers/Brokers/Service,62833.435829999995
5199,5199,1163,623,United States,Diversified Financials,17512,Blackstone Group,Blackstone GSO Senior Floating Rate Term Fund,United States,n/a,n/a,274.81446289999997
5223,5223,1601,629,United States,Food Services,1970,BloominÂ_ Brands,"Bloomin&#39; Brands, Inc.",United States,Consumer Services,Restaurants,2031.658423
5293,5293,484,643,United States,Aerospace & Defense,85300,Boeing,Boeing Company (The),United States,Capital Goods,Aerospace,107545.9094
5294,5294,3085,646,United States,Wholesalers: Diversified,804,Boise Cascade,"Boise Cascade, L.L.C.",United States,Consumer Services,RETAIL: Building Materials,1028.9108529999999
5296,5296,83,648,United States, Banks,4100,BOK Financial,BOK Financial Corporation,United States,Finance,Major Banks,5119.187908
5382,5382,1823,652,United States,Information Technology Services,4505,Booz Allen Hamilton Holding,Booz Allen Hamilton Holding Corporation,United States,Consumer Services,Professional Services,5306.853905
5383,5383,623,653,United States,Auto & Truck Parts,8400,BorgWarner,BorgWarner Inc.,United States,Capital Goods,Auto Parts:O.E.M.,8895.262395
5384,5384,2587,654,United States,Real Estate,19900,Boston Properties,"Boston Beer Company, Inc. (The)",United States,Consumer Non-Durables,Beverages (Production/Distribution),1808.6784309999998
5385,5385,2142,654,United States,Medical Equipment & Supplies,26800,Boston Scientific,"Boston Beer Company, Inc. (The)",United States,Consumer Non-Durables,Beverages (Production/Distribution),1808.6784309999998
5386,5386,784,654,United States,Business Services & Supplies,-,Boston Consulting Group,"Boston Beer Company, Inc. (The)",United States,Consumer Non-Durables,Beverages (Production/Distribution),1808.6784309999998
5387,5387,2587,655,United States,Real Estate,19900,Boston Properties,"Boston Private Financial Holdings, Inc.",United States,Finance,Major Banks,1379.7976820000001
5388,5388,2142,655,United States,Medical Equipment & Supplies,26800,Boston Scientific,"Boston Private Financial Holdings, Inc.",United States,Finance,Major Banks,1379.7976820000001
5389,5389,784,655,United States,Business Services & Supplies,-,Boston Consulting Group,"Boston Private Financial Holdings, Inc.",United States,Finance,Major Banks,1379.7976820000001
5396,5396,2142,656,United States,Medical Equipment & Supplies,26800,Boston Scientific,"Boston Properties, Inc.",United States,Consumer Services,Real Estate Investment Trusts,20369.45799
