PreviousRank,CurrentRank,CompanyName,Industry,Revenues($M),Assets($M),CEO,Profits,YearsOnFortune500,HQLocation,RevChange,ProfitChange,Sector,BrandIndex,Employees,MktValue_03/31/16,intro
387,326,Pacific Life,"Insurance: Life, Health (stock)","$8,642","$137,279",James T. Morris,$661,20,"Newport Beach, CA",22.2%,22.4%,Financials,B,"3,276",-,"The 145-year old mutual insurance holding company underwrites policies for individuals, small businesses, and corporations in the U.S., Canada, the United Kingdom, Ireland, and select markets in Asia."
331,327,News Corp.,"Publishing, Printing","$8,633","$15,093",Robert J. Thomson,$-147,2,"New York, NY",0.7%,-161.5%,Media,C+,"25,000","$7,412","The media and information services company run by the Murdoch family is the parent of Dow Jones, the Wall Street Journal, HarperCollins, The New York Post, and many ofter media properties."
348,328,Jarden,"Home Equipment, Furnishings","$8,604","$14,293",Michael B. Polk,$147,9,"Boca Raton, FL",3.8%,-39.6%,Household Products,C+,"40,000","$12,899","The global consumer products company’s diverse segments include playing cards, canning jars, and Yankee Candles."
327,329,SunTrust Banks,Commercial Banks,"$8,533","$190,817",William H. Rogers Jr.,"$1,933",22,"Atlanta, GA",-2.0%,9.0%,Financials,B,"24,043","$18,220","The bank holding company is the parent of SunTrust Bank, which offers personal, commercial, and small business banking, and wealth management services via its network of 1,444 branches."
336,330,Avis Budget Group,"Automotive Retailing, Services","$8,502","$17,634",Larry D. De Shon,$313,19,"Parsippany, NJ",0.2%,27.8%,Retailing,B,"26,350","$2,607",The New Jersey-based rental car company that operates the Avis and Budget brands also owns car-sharing service Zipcar.
340,331,Broadcom,Semiconductors and Other Electronic Components,"$8,394","$13,693",Hock E. Tan,$978,8,"Irvine, CA",-0.4%,50.0%,Technology,D+,"9,950",-,"The maker of semiconductors for wireless and broadband devices has operations in 15 countries and is headquartered in Irvine, Calif."
358,332,American Family Insurance Group,Insurance: Property and Casualty (Stock),"$8,286","$21,461",Jack C. Salzwedel,$694,20,"Madison, WI",4.5%,34.7%,Financials,B,"9,843",-,"The privately owned mutual insurance company is headquartered in Madison, Wisc., and operates in 19 states in the U.S."
401,333,Level 3 Communications,Telecommunications,"$8,229","$24,145",Jeffrey K. Storey,"$3,433",12,"Broomfield, CO",21.4%,993.3%,Telecommunications,C+,"12,500","$18,859","The global communications provider works with enterprise, government, and carrier customers."
341,334,Tenneco,Motor Vehicles and Parts,"$8,209","$3,967",Gregg M. Sherrill,$247,22,"Lake Forest, IL",-2.5%,9.3%,Motor Vehicles & Parts,C,"30,000","$2,963","The manufacturer of automotive components for emission control and ride control systems is based in Lake Forest, Ill."
397,335,United Natural Foods,Wholesalers: Food and Grocery,"$8,185","$2,550",Steven L. Spinner,$139,4,"Providence, RI",20.5%,10.6%,Wholesalers,B,"8,700","$2,028","United Natural Foods distributes natural, organic, and specialty foods."
306,336,Dean Foods,Food Consumer Products,"$8,122","$2,528",Ralph P. Scozzafava,$-9,18,"Dallas, TX",-14.5%,-,"Food, Beverages & Tobacco",B,"16,960","$1,588",Dallas-based Dean Foods is a food and beverage company specializing in milk and dairy products that are distributed to all 50 states.
342,337,Campbell Soup,Food Consumer Products,"$8,082","$8,089",Denise M. Morrison,$691,22,"Camden, NJ",-3.8%,-15.5%,"Food, Beverages & Tobacco",A+,"18,600","$19,721","The food company is best known for canned soups but its product portfolio also includes the brands V8, Swanson, Pepperidge Farm, and Prego."
362,338,Mohawk Industries,"Home Equipment, Furnishings","$8,072","$9,942",Jeffrey S. Lorberbaum,$615,17,"Calhoun, GA",3.4%,15.7%,Household Products,B-,"34,100","$14,118","The Georgia-based manufacturer of commercial flooring makes carpet, ceramic tile, wood, stone, laminate, vinyl, and rugs."
347,339,BorgWarner,Motor Vehicles and Parts,"$8,023","$8,842",James R. Verrier,$610,10,"Auburn Hills, MI",-3.4%,-7.0%,Motor Vehicles & Parts,C,"30,000","$8,379","The manufacturer and engineer of powertrain applications for the automotive industry is based in Auburn Hills, Mich. and has 58 facilities in 19 countries."
351,340,PVH,Apparel,"$8,020","$10,696",Emanuel Chirico,$572,6,"New York, NY",-2.7%,30.4%,Apparel,D+,"26,200","$8,051","This apparel designer makes clothing for the brand names Calvin Klein, Tommy Hilfiger, Kenneth Cole, Michael Kors, Sean John, Nautica, DKNY, and many others."
332,341,Ball,"Packaging, Containers","$7,997","$9,777",John A. Hayes,$281,20,"Broomfield, CO",-6.7%,-40.2%,Materials,B-,"15,200","$10,058","The maker of metal cans and packaging for the world’s biggest food and beverage companies is based in Broomfield, Col."
381,342,O’Reilly Automotive,Specialty Retailers: Other,"$7,967","$6,677",Gregory L. Henslee,$931,7,"Springfield, MO",10.4%,19.7%,Retailing,B+,"54,911","$26,553",The retailer of automotive aftermarket parts serves both professional installers and and the do-it-yourself market.
367,343,Eversource Energy,Utilities: Gas and Electric,"$7,955","$30,580",James J. Judge,$879,21,"Springfield, MA",2.8%,7.2%,Energy,B-,"7,943","$18,505","The parent of power utilities provides electrical and natural gas energy to 3.6 million customers in Connecticut, Massachusetts, and New Hampshire."
335,344,Franklin Resources,Securities,"$7,949","$16,336",Gregory E. Johnson,"$2,035",11,"San Mateo, CA",-6.4%,-14.6%,Financials,B,"9,489","$23,143","The banking holding company is the parent of Franklin Templeton Investments, which has offices in 35 countries and is based in San Mateo, Calif."
334,345,Masco,"Home Equipment, Furnishings","$7,904","$5,680",Keith J. Allman,$355,22,"Taylor, MI",-7.2%,-58.5%,Household Products,D,"25,000","$10,469","The Taylor, Mich.-based distributor of home improvement and building products also makes faucets, cabinets, coatings, and windows."
482,346,Lithia Motors,"Automotive Retailing, Services","$7,864","$3,227",Bryan B. DeBoer,$183,2,"Medford, OR",45.6%,31.9%,Retailing,D,"9,574","$2,246","The Medford, OR-based company operates auto dealerships across the Midwest and Western U.S."
356,347,KKR,Securities,"$7,786","$71,058","Henry R. Kravis, George R. Roberts",$489,5,"New York, NY",-2.3%,2.3%,Financials,D-,"1,196","$6,600",Provider of investment and private equity asset management services is based in New York City.
237,348,Oneok,Pipelines,"$7,763","$15,446",Terry K. Spencer,$245,14,"Tulsa, OK",-39.5%,-22.0%,Energy,C-,"2,364","$6,270","The energy company gathers, stores and delivers natural gas in Oklahoma, Kansas and Texas."
379,349,Newmont Mining,"Mining, Crude-Oil Production","$7,729","$25,182",Gary J. Goldberg,$220,13,"Greenwood Village, CO",6.0%,-56.7%,Energy,D-,"15,601","$14,065","The gold producer is also a holding company operates in the United States, Australia, Peru, Indonesia, Ghana, and New Zealand."
257,350,PPL,Utilities: Gas and Electric,"$7,669","$39,301",William H. Spence,$682,22,"Allentown, PA",-34.0%,-60.7%,Energy,C-,"12,799","$25,727","The energy company owns utilities that generate and distribute electricity in the U.K., Kentucky, Tennessee, Virginia and Pennsylvania."
359,351,SpartanNash,Wholesalers: Food and Grocery,"$7,652","$1,925",Dennis Eidson,$63,6,"Byron Center, MI",-3.3%,7.0%,Wholesalers,D-,"11,850","$1,130","The distributor of food to military bases in the U.S. is also a regional provider of food and consumer products to grocery stores and has retail operations under the names Family Fare Supermarkets, No Frills, Bag ‘N Save, Family Fresh Markets, D&W Fresh Markets, Sun Mart, and Econo Foods."
361,352,Quanta Services,"Engineering, Construction","$7,632","$5,214",Earl C. Austin Jr.,$311,4,"Houston, TX",-2.8%,4.8%,Engineering & Construction,C-,"24,500","$3,605",Quanta provides engineering and construction services to the electric energy and oil and gas industries.
909,353,XPO Logistics,Transportation and Logistics,"$7,623","$12,643",Bradley S. Jacobs,$-191,1,"Greenwich, CT",223.5%,-,Transportation,C-,"89,000","$3,366","XPO debuts on this year’s list following a 223.5% increase in revenue, amounting to $7.62 billion. The Connecticut shipping provider’s spectacular growth follows an ambitious slate of acquisitions completed over the course of 2015: UX Specialized Logistics for $59 million; Bridge Terminal Transport for $100 million; Con-Way Inc. for $3 billion; and Norbert Dentressangle for $3.53 billion."
374,354,Ralph Lauren,Apparel,"$7,620","$6,106",Stefan Larsson,$702,8,"New York, NY",2.3%,-9.5%,Apparel,B+,"20,000","$8,087","Ralph Lauren designs and makes products in the apparel, home, accessories, and fragrance categories."
372,355,Interpublic Group,"Advertising, marketing","$7,614","$12,585",Michael I. Roth,$455,19,"New York, NY",1.0%,-4.7%,Business Services,D+,"49,200","$9,229","The parent of dozens of digital marketing, PR, and advertising companies includes the firms Deutsch, McCann, and Weber Shandwick and has offices in more than 100 countries."
326,356,Steel Dynamics,Metals,"$7,594","$6,202",Mark D. Millett,$-130,7,"Fort Wayne, IN",-13.3%,-183.0%,Materials,B-,"7,500","$5,480","The diversified producer of carbon steel and metals is based in Fort Wayne, Indiana."
360,357,WESCO International,Wholesalers: Diversified,"$7,519","$4,587",John J. Engel,$211,18,"Pittsburgh, PA",-4.7%,-23.6%,Wholesalers,C,"9,300","$2,307","The Pittsburgh-based company provides electrical, industrial, and communications maintenance, construction materials, and advanced supply chain management and logistic services to more than 75,000 clients worldwide."
375,358,Quest Diagnostics,Health Care: Pharmacy and Other Services,"$7,493","$9,962",Stephen H. Rusckowski,$709,16,"Madison, NJ",0.8%,27.5%,Health Care,B+,"44,000","$10,200",The diagnostics testing company’s services range from routine blood work to gene-based testing.
378,359,Boston Scientific,Medical Products and Equipment,"$7,477","$18,133",Michael F. Mahoney,$-239,13,"Marlborough, MA",1.3%,-,Health Care,C+,"25,000","$25,473",Boston Scientific makes medical devices that treat and diagnose medical conditions including heart disease and chronic pain.
296,360,AGCO,Construction and Farm Machinery,"$7,467","$6,501",Martin H. Richenhagen,$266,15,"Duluth, GA",-23.2%,-35.1%,Industrials,C+,"19,588","$4,098","AGCO manufactures and distributes agricultural equipment, like graint storage and tractors, and replacement parts."
384,361,Foot Locker,Specialty Retailers: Apparel,"$7,412","$3,775",Richard A. Johnson,$541,22,"New York, NY",3.6%,4.0%,Retailing,B+,"30,985","$8,778","The athletic apparel retailer sells goods through its brick-and-mortar stores that include Foot Locker, Lady Foot Locker, Kids Foot Locker, as well as direct to consumer through its websites."
376,362,Hershey,Food Consumer Products,"$7,387","$5,344",John P. Bilbrey,$513,22,"Hershey, PA",-0.5%,-39.4%,"Food, Beverages & Tobacco",A+,"19,885","$19,797",The chocolate and sweets company has more than 80 brands around the world.
313,363,CenterPoint Energy,Utilities: Gas and Electric,"$7,386","$21,334",Scott M. Prochazka,$-692,22,"Houston, TX",-19.9%,-213.3%,Energy,C,"7,505","$9,009","The electric and natural gas utility company is based in Houston and provides energy to consumers in six states: Arkansas, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas."
370,364,Williams,Energy,"$7,360","$49,020",Alan S. Armstrong,$-571,22,"Tulsa, OK",-3.6%,-127.0%,Energy,C-,"6,578","$12,054","The Tulsa-based energy company explores and produces natural gas and petroleum, with assets streching from the Gulf of Mexico to the Canadian oil sands."
393,365,Dick’s Sporting Goods,Specialty Retailers: Other,"$7,271","$3,559",Edward W. Stack,$330,7,"Coraopolis, PA",6.7%,-4.0%,Retailing,A-,"25,150","$5,373",The sporting goods retailer operates more than 600 stores across the U.S.
392,366,Live Nation Entertainment,Entertainment,"$7,246","$6,156",Michael Rapino,$-33,7,"Beverly Hills, CA",5.5%,-,Media,C,"12,200","$4,517",The entertainment company produces and sells concerts along with offering management services to music recording artists.
391,367,Mutual of Omaha Insurance,"Insurance: Life, Health (stock)","$7,236","$35,629",James T. Blackledge,$333,20,"Omaha, NE",5.2%,14.2%,Financials,B+,"5,488",-,The mutual insurance and financial service company offers life insurance and supplemental Medicare insurance policies.
385,368,W.R. Berkley,Insurance: Property and Casualty (Stock),"$7,207","$21,731",W. Robert Berkley Jr.,$504,13,"Greenwich, CT",1.1%,-22.4%,Financials,C-,"7,621","$6,889","The insurance holding company, which has 52 operating units, specializes in the property and casualty insurance business."
305,296,Eastman Chemical,Chemicals,"$9,648","$15,611",Mark J. Costa,$848,22,"Kingsport, TN",1.3%,12.9%,Chemicals,C,"15,000","$10,686","Eastman Chemical is a maker of specialty chemicals and fibers and is headquartered in Kingsport, Tenn."
403,369,LKQ,Wholesalers: Diversified,"$7,193","$5,648",Robert L. Wagman,$423,3,"Chicago, IL",6.7%,10.9%,Wholesalers,F,"31,100","$9,777",North America’s largest provider of alternative collision auto parts distributes products to collision and mechanical repair shops.
322,370,Avon Products,Household and Personal Products,"$7,173","$3,880",Sherilyn S. McCoy,"$-1,149",22,"New York, NY",-19.0%,-,Household Products,A-,"30,900","$2,095",The direct selling cosmetics and beauty products manufacturer and retailer has more than 6 million active sales reps worldwide.
325,371,Darden Restaurants,Food Services,"$7,164","$5,995",Eugene I. Lee Jr.,$710,20,"Orlando, FL",-18.2%,147.9%,"Hotels, Resturants & Leisure",B+,"148,892","$8,502","The Orlando-based restaurant group is the parent of international casual dining chains Olive Garden, LongHorn Steakhouse, Bahama Breeze, the Capital Grille, Eddie V’s, and Yard House."
491,372,Kindred Healthcare,Health Care: Medical Facilities,"$7,098","$6,519",Benjamin A. Breier,$-93,13,"Louisville, KY",33.3%,-,Health Care,C-,"77,800","$1,035","This Kentucky-based healthcare company provides longterm care in homes, as well as through its network of hospitals and assisted living facilities in 47 states."
355,373,Weyerhaeuser,Forest and Paper Products,"$7,082","$12,486",Doyle R. Simons,$506,22,"Federal Way, WA",-11.2%,-72.3%,Materials,B-,"12,600","$24,455",The giant forest products company owns more than 6 million acres of land in the U.S. and licenses another 14 million acres in Canada.
382,374,Casey’s General Stores,Specialty Retailers: Other,"$7,052","$2,470",Terry W. Handley,$181,6,"Ankeny, IA",-2.0%,42.4%,Retailing,B-,"22,408","$4,425","Casey’s General Stores operates convenience stores in the Midwest that sell items including food, beverages, tobacco products, auto parts, health and beauty goods, and school supplies."
366,375,Sealed Air,"Packaging, Containers","$7,032","$7,426",Jerome A. Peribere,$335,19,"Charlotte, NC",-9.3%,29.9%,Materials,F,"23,000","$9,410","The food safety and security company has more than 25,000 employees in 175 countries."
416,376,Fifth Third Bancorp,Commercial Banks,"$7,031","$141,082",Greg D. Carmichael,"$1,712",17,"Cincinnati, OH",8.1%,15.6%,Financials,C+,"18,261","$13,082","The financial services company has four business segments: commercial banking, branch banking, consumer lending, and investment advisors."
346,377,Dover,Industrial Machinery,"$7,029","$8,620",Robert A. Livingston,$870,22,"Downers Grove, IL",-15.5%,12.2%,Industrials,C,"26,000","$9,979","The 60-year old manufacturer of equipment and components for energy companies, engineered systems, fluids, and refrigeration and food equipment is based in Downers Grove, Ill."
390,378,Huntington Ingalls Industries,Aerospace and Defense,"$7,020","$6,024",C. Michael Petters,$404,4,"Newport News, VA",0.9%,19.5%,Aerospace & Defense,D,"35,995","$6,471","America’s largest military shipbuilding company for the U.S. Navy and Coast Guard also provides manufacturing, engineering, and management services for the nuclear energy, oil, and gas markets."
474,379,Netflix,Specialty Retailers: Other,"$6,780","$10,203",Reed Hastings,$123,2,"Los Gatos, CA",23.2%,-54.0%,Retailing,A+,"3,700","$43,763","The streaming service’s bet on original content appears to be paying off: In 2015, revenue was up 23% from the year before. And with more than 81 million subscribers, it leads the online competition with a huge lead–and growing. Globally, Netflix is just getting started. The company recently announced it is now available in 190 countries, but it will take time to make a significant push into each of those locations (notably missing from its queue: China)."
400,380,Dillard’s,General Merchandisers,"$6,755","$3,866",William T. Dillard II,$269,22,"Little Rock, AR",-0.4%,-18.8%,Retailing,B+,"30,600","$3,050","The apparel, cosmetics, and home furnishings retailer also operates general contracting construction companies for building and remodeling stores."
421,381,EMCOR Group,"Engineering, Construction","$6,723","$3,547",Anthony J. Guzzi,$172,16,"Norwalk, CT",4.3%,2.1%,Engineering & Construction,F,"29,000","$2,948","EMCOR services commercial, industrial, utility, and institutional customers with its electrical and mechanical construction and facilities business."
426,382,Jones Financial,Securities,"$6,694","$16,356",James D. Weddle,$838,4,"Des Peres, MO",5.7%,8.8%,Financials,C,"41,000",-,The parent of finanical services and investment management company Edward Jones is owned by employees and former employees and is not publicly traded.
415,383,AK Steel Holding,Metals,"$6,693","$4,084",Roger K. Newport,$-509,6,"West Chester, OH",2.9%,-,Materials,D-,"8,500",$737,"AKSteel operates eight steel plants, two coke plants and two tube manufacturing plants, where it makes products for markets including the auto industry and electrical power generation."
349,384,UGI,Energy,"$6,691","$10,547",John L. Walsh,$281,12,"King of Prussia, PA",-19.2%,-16.7%,Energy,D,"13,570","$6,926",The holding company operates electric and gas utilities as well as fuel and gas transportation services.
458,385,Expedia,Internet Services and Retailing,"$6,672","$15,504",Dara Khosrowshahi,$765,2,"Bellevue, WA",15.8%,92.0%,Technology,A,"18,730","$16,236","The 20-year old online travel booking business allows customers to choose from 300 airlines, 200,000 hotels in 200 countries, 300 airlines, and a variety of car rentals, cruises and vacation packages."
483,386,salesforce.com,Computer Software,"$6,667","$12,771",Marc R. Benioff,$-47,2,"San Francisco, CA",24.1%,-,Technology,C,"19,742","$49,533",The 16-year-old California company sells cloud-based business software.
329,387,Targa Resources,Pipelines,"$6,659","$13,254",Joe Bob Perkins,$58,8,"Houston, TX",-22.7%,-43.0%,Energy,C+,"1,870","$4,795",The provider of midstream natural gas and natural gas liquids services is based in Houston.
218,388,Apache,"Mining, Crude-Oil Production","$6,654","$18,842",John J. Christmann IV,"$-23,119",13,"Houston, TX",-52.3%,-,Energy,B,"3,860","$18,475",The oil company operates mainly in North America with particular focus on the Permian and Anadarko Basins.
396,389,Spirit AeroSystems Holdings,Aerospace and Defense,"$6,644","$5,778",Thomas Gentile Sr.,$789,2,"Wichita, KS",-2.3%,119.8%,Aerospace & Defense,D,"15,200","$6,026","Spirit AeroSystems designs and manufactures commercial aerostructures like fuselages and wing components, which it supplies to companies such Boeing and Airbus."
413,390,Expeditors International of Washington,Transportation and Logistics,"$6,617","$2,582",Jeffrey S. Musser,$457,9,"Seattle, WA",0.8%,21.3%,Transportation,F,"15,397","$8,911",The global logistics company helps its customers move their goods across six continents.
420,391,Anixter International,Wholesalers: Diversified,"$6,596","$4,142",Robert J. Eck,$128,14,"Glenview, IL",2.3%,-34.5%,Wholesalers,C-,"8,700","$1,718","Anixter supplies communications and security products, electrical and electronic wire and cable, and fasteners."
422,392,Fidelity National Information Services,Financial Data Services,"$6,595","$26,269",Gary A. Norcross,$632,7,"Jacksonville, FL",2.8%,-7.0%,Business Services,B,"55,000","$20,564","The provider of banking and payments technologies has operations that include card issuer services, risk management solutions, and prepaid/gift card processing."
450,393,Asbury Automotive Group,"Automotive Retailing, Services","$6,588","$2,306",Craig T. Monaghan,$169,10,"Duluth, GA",12.3%,51.6%,Retailing,D-,"8,600","$1,494",The automotive retailer operates dealerships in 18 metropolitian markets throughout the Southeast.
141,394,Hess,Petroleum Refining,"$6,575","$34,195",John B. Hess,"$-3,056",22,"New York, NY",-68.7%,-231.9%,Energy,B,"2,770","$16,676","The oil and gas explorer and producer is based in New York, N.Y."
407,395,Ryder System,"Trucking, Truck Leasing","$6,572","$10,968",Robert E. Sanchez,$305,22,"Miami, FL",-1.0%,39.4%,Transportation,B,"33,100","$3,478","Ryder System provides commercial transportation, logistics, and supply chain management services in North America, Europe, and Asia."
377,396,Terex,Construction and Farm Machinery,"$6,543","$5,637",John L. Garrison Jr.,$146,13,"Westport, CT",-11.6%,-54.3%,Industrials,C-,"20,400","$2,702","Terex makes machinery products including aerial work platforms, cranes, and road building equipment."
368,397,Coca-Cola European Partners,Beverages,"$6,540","$7,611",John F. Brock,$596,6,"Atlanta, GA",-14.8%,-10.1%,"Food, Beverages & Tobacco",A,"11,500","$11,547","Not to be confused with Coca-Cola, CCE is the world’s largest bottler of Coca-Cola soft drinks and operates in Belgium, France, the United Kingdom, Luxembourg, Monaco, the Netherlands, Norway, and Sweden."
425,398,Auto-Owners Insurance,Insurance: Property and Casualty (Mutual),"$6,517","$20,108",Jeffrey F. Harrold,$815,14,"Lansing, MI",2.8%,44.7%,Financials,C+,"4,483",-,"This mutual group of insurance companies is based in Delta Township, Mich. and is represented by 37,000 agents at 6,200 independent agencies in the U.S."
419,399,Cablevision Systems,Telecommunications,"$6,510","$6,867",Dexter Goei,$175,18,"Bethpage, NY",0.8%,-43.7%,Telecommunications,C+,"13,549","$9,130",The telecommunications and media company’s operations include Long Island daily newspaper Newsday and free daily New York City paper amNew York.
405,400,Symantec,Computer Software,"$6,508","$13,233",Gregory S. Clark,$878,9,"Mountain View, CA",-2.5%,-2.2%,Technology,B-,"19,000","$11,988","Symantec provides security, storage, and systems management products to help its customers protect their information and data."
435,401,Charles Schwab,Securities,"$6,501","$183,718",Walter W. Bettinger II,"$1,447",18,"San Francisco, CA",5.6%,9.5%,Financials,B+,"15,300","$37,026",The global securities brokerage and investment management company oversees $2.2 trillion in client assets and is headquartered in San Francisco.
353,402,Calpine,Energy,"$6,472","$18,833",John B. Hill,$235,15,"Houston, TX",-19.4%,-75.2%,Energy,D-,"2,209","$5,447","The energy producer owns and operates low carbon, natural gas-burning and renewable geothermal power plants that serve customers in 18 states and Canada."
383,403,CMS Energy,Utilities: Gas and Electric,"$6,456","$20,340",Patricia Kessler Poppe,$523,22,"Jackson, MI",-10.1%,9.6%,Energy,D-,"7,758","$11,797",The energy company’s main subsidiary is Michigan’s second largest electric and natural gas utility.
494,404,Alliance Data Systems,Financial Data Services,"$6,440","$22,422",Edward J. Heffernan,$597,2,"Plano, TX",21.4%,17.8%,Business Services,B-,"16,000","$13,049","The Plano, TX-based company operates customer loyalty programs and branded credit cards for businesses like J.Crew and Pottery Barn."
454,405,JetBlue Airways,Airlines,"$6,416","$8,660",Robin Hayes,$677,4,"Long Island City, NY",10.3%,68.8%,Transportation,B+,"14,537","$6,802","The low-cost air carrier flies to 90 cities in the U.S., the Caribbean and Latin America, and offers perks like free TV."
430,406,Discovery Communications,Entertainment,"$6,394","$15,864",David M. Zaslav,"$1,034",3,"Silver Spring, MD",2.1%,-9.2%,Media,B+,"7,000","$11,733","The global media company behind Discovery Channel, TLC, and Animal Planet reaches 3 billion subscribers in 220 countries."
433,407,Trinity Industries,Transportation Equipment,"$6,393","$8,886",Timothy R. Wallace,$797,2,"Dallas, TX",3.6%,17.4%,Transportation,C+,"22,030","$2,799","The diversified industrial conglomerate has businesses in the railcar leasing, inland barge, energy equipment, and construction industries."
432,408,Sanmina,Semiconductors and Other Electronic Components,"$6,375","$3,493",Jure Sola,$377,16,"San Jose, CA",2.6%,91.3%,Technology,D-,"38,910","$1,805",The global electronics and technology solutions company is one of the world’s largest makers of circuitboards.
412,409,NCR,"Computers, Office Equipment","$6,373","$7,635",William R. Nuti,$-178,19,"Duluth, GA",-3.3%,-193.2%,Technology,C+,"32,600","$3,984","NCR provides technology–such as ATMs, point-of-sale devices, and self-service kiosks–that help businesses interact and transact with their customers."
357,410,FMC Technologies,"Oil and Gas Equipment, Services","$6,363","$6,438",Douglas J. Pferdehirt,$393,8,"Houston, TX",-19.9%,-43.8%,Energy,C,"17,400","$6,208",The provider of technology and services to the oil and gas industry is a global market leader in subsea production sytems.
436,411,Erie Insurance Group,Insurance: Property and Casualty (Stock),"$6,351","$18,272",Terrence W. Cavanaugh,$175,13,"Erie, PA",3.7%,4.2%,Financials,C,"4,800",-,"The Erie, Pa.-based auto, home, life, commericial, and life insurance company has operations in 12 states and Washington D.C."
409,412,Rockwell Automation,"Electronics, Electrical Equip.","$6,308","$6,405",Blake D. Moret,$828,22,"Milwaukee, WI",-4.8%,0.1%,Industrials,C+,"22,500","$14,949",The industrial automation company operates through an architecture and software segment and a control products and solutions segment.
437,413,Dr Pepper Snapple Group,Beverages,"$6,282","$8,869",Larry D. Young,$764,8,"Plano, TX",2.6%,8.7%,"Food, Beverages & Tobacco",A-,"19,000","$16,753","The beverage company’s brands include Dr. Pepper, Snapple, 7up, A&W, Canada Dry, Hawaiian Punch, and Mott’s."
429,414,iHeartMedia,Entertainment,"$6,242","$13,821",Robert W. Pittman,$-755,16,"San Antonio, TX",-1.2%,-,Media,B+,"18,700",$99,"Formerly Clear Channel Communications, the Texas-based media company has a large outdoor advertising businss and is U.S.’s largest operator of radio stations."
460,415,Tractor Supply,Specialty Retailers: Other,"$6,227","$2,371",Gregory A. Sandfort,$410,3,"Brentwood, TN",9.0%,10.7%,Retailing,A,"17,500","$12,060","The retail chain serving famers and ranchers has more then 1,400 stores in 49 states."
434,416,J.B. Hunt Transport Services,"Trucking, Truck Leasing","$6,188","$3,637",John N. Roberts III,$427,4,"Lowell, AR",0.4%,14.0%,Transportation,B,"21,562","$9,500",The Arkansas transportation and logistics company provides service throughout North America.
388,417,Commercial Metals,Metals,"$6,162","$3,372",Joseph Alvarado,$142,12,"Irving, TX",-12.7%,22.6%,Materials,C-,"9,126","$1,944","Commercial Metals manufactures, recycles, and markets steel and metal products through its network of minimills, plants, warehouses, and recycling facilities."
399,418,Owens-Illinois,"Packaging, Containers","$6,156","$9,421",Andres A. Lopez,$-74,22,"Perrysburg, OH",-9.3%,-198.7%,Materials,C+,"27,000","$2,569","Owens-Illinois produces glass packages for the beverage, food, and pharmaceutical industries."
486,419,Harman International Industries,"Electronics, Electrical Equip.","$6,155","$5,930",Dinesh C. Paliwal,$343,2,"Stamford, CT",15.1%,46.0%,Industrials,C-,"24,197","$6,335","The maker of high-end audio and visual equipment has a line of products including headphones, speakers, sound systems, automation solutions, and connected systems for cars, theaters, and stadiums."
459,421,American Financial Group,Insurance: Property and Casualty (Stock),"$6,145","$49,859","Carl H. Lindner lll, S. Craig Lindner",$352,17,"Cincinnati, OH",7.6%,-22.1%,Financials,C+,"7,400","$6,094","The holding company’s subsidiaries specialize in property and casualty insurance, particularly niche products for businesses in the U.S."
428,422,NetApp,Computer Peripherals,"$6,123","$9,401",George Kurian,$560,5,"Sunnyvale, CA",-3.2%,-12.2%,Technology,C,"12,810","$7,889","The data storage and cloud computing company based in Sunnyvale, Calif. is one of the top storage providers for the U.S. government."
445,423,Graybar Electric,Wholesalers: Diversified,"$6,110","$2,050",Kathleen M. Mazzarella,$91,22,"St. Louis, MO",2.2%,4.2%,Wholesalers,B-,"8,300",-,The Missouri based company is a distributor of industrial and electrical supplies.
394,424,Oshkosh,Motor Vehicles and Parts,"$6,098","$4,613",Wilson R. Jones,$230,9,"Oshkosh, WI",-10.4%,-25.8%,Motor Vehicles & Parts,A+,"13,300","$2,988","The manufacturer of specialty vehicles and vehicle bodies supplies customers including the U.S. military, fire departments, and municipal waste haulers."
438,425,Ameren,Utilities: Gas and Electric,"$6,098","$23,640",Warner L. Baxter,$630,19,"St. Louis, MO",0.7%,7.5%,Energy,C-,"8,527","$12,156",The utility provides electricity and natural gas to customers in Illinois and Missouri.
444,426,A-Mark Precious Metals,Miscellaneous,"$6,070",$326,Gregory N. Roberts,$7,2,"Santa Monica, CA",1.5%,-14.6%,Materials,C+,52,$139,"The precious metals company is a wholesaler of gold, silver, platinum and palladium bullion and related products, including bars, wafers, and coins."
423,427,Barnes & Noble,Specialty Retailers: Other,"$6,070","$3,230",Ronald D. Boire,$37,19,"New York, NY",-4.9%,-,Retailing,A+,"37,000",$923,The bookseller and maker of the NOOK e-reader has 649 stores across the U.S.
410,428,Dana Holding,Motor Vehicles and Parts,"$6,060","$4,326",James K. Kamsickas,$159,22,"Maumee, OH",-8.4%,-50.2%,Motor Vehicles & Parts,D,"23,100","$2,097","The provider of high technology driveline, sealing, and thermal management products serves major manufacturers of light, medium/heavy, and off-highway vehicles."
530,429,Constellation Brands,Beverages,"$6,028","$15,145",Robert S. Sands,$839,4,"Victor, NY",23.8%,-56.8%,"Food, Beverages & Tobacco",D+,"7,200","$30,103","Constellation Brands–producer of Corona, Modelo, and Robert Mondavi–ascends from last year’s post at No. 530 to No. 429. Its hundred-spot climb follows a billion-dollar acquisition of California craft brewer Ballast Point, known for its India pale ales, last November."
